0
" 마스크에서 해방되고파
주말 연휴 일상 마스크 싫어 코로나 저리가 피곤 눈풀림 집가는길 인친 선팔 선팔하면맞팔 맞팔 좋아요"
 낮덥밤춥           제주도 여행스타그램 셀카 럽스타그램 ootd 커플룩 커플여행 협재술시 딱새우 좋아요 싱싱잇 분위기깡패
 시간을 되돌릴 수 있다면   내가 해야할 일과 내가 지켜야 할 일 좀 더 성실하게 부지런하게  보름달 조용한추석 추석 코로나 코로나19물러가라  조심조심
  프로비말차단러 코로나무섭 코로나저리가 코로나 코로나19 covid_19 corona scared mask mamas 트럼프도걸린코로나 나라고 안전한가
" 순한맛
wap wapchallenge cardib 뒷북 코로나
 
감성 by war_nu_21w 
mabe by sxxyexn04__"
 추석은 모두 잘 보내셨나요   코로나 때문에 예년같은 시끌벅적한 명절은 보내지 못했더라도 여러분의 추석이 소소한 즐거움이 있는 명절이었기를 바라봅니다  여행벗 식구들은
" 
코로나 는 가고 가을 은 안갔으면


골프라운딩 골프스타그램 골프중독
골스타그램 명랑골프 그린 운동스타그램"
 이번달은 무얼 해볼까 
 코로나갈곳은야외뿐
 수목원 나들이  집콕이 지칠댜로 지친 다슬이를 위해44 여기는 코로나도 없는듯ㅋ  바글바글  담에 다슬이 칭구들도 함께 했으면  좋을듯ㅋ 보고싶따 칭구들ㅋ
 노래 음악스타그램 노래스타그램 싱스타그램 music 노래커버 coversong smule 일상 소통 맞팔 맞팔환영 대구 노래 맛집 미국생활 코로나
 첫줄  추석     Daily 일상 주말 휴식 여행 먹방  서울특별시 우리집 코로나 때문에 어디잘안나감 방콕  추석은 가족과함께 식빵에
" 강릉이 좋은 이유

강릉 강릉포이푸 강릉바다 바다 낮술 코로나"
       오늘 기분 좋은말들음 그리고 제발 내가 원하는 결과이길  인스타 인스타그램 결과 제발 바램 코로나 코로나19 힘내야지 힘 1
" 혼자 놀아요 유후후
반짝이 하나는 너무 금방끝나서 아쉽다

일상탈출 코로나 혼자놀기 불꽃놀이 반짝이 daily"
  추석 할미집 해파랑공원서 킥보드좀 탈랫더니 사람이 느무많아서 메타세콰이어길 산책할랫더니 사람이 느므많아서 해상공원에서 킥보드탈랬더니 사람이 느므많아서 대문밖은 포기 걍
" 20201003
생일주간끝 이제 휴가끝과제합시다
잘놀았다 
오늘 평생볼 스누피 다봤다"
 볼펜으로 선명하게 그린 인물화 그림 참 어렵다 작업시간 2시간 미남 꽃미남 그림 연예인 취미 걸작 얼굴 미술 4B 연필화 볼펜화 초상화 인물화 묘사
 마스크 벗고 돗자리 깔고 피크닉 하고싶어     시민공원 부산시민공원 마스크벗고싶다 피크닉하고싶다 코로나19 코로나 뽀로로 뽀로로도서관 팔로우 팔로우미
 yomi_chu on Instagram 코로나 터지고 처음 간 영화관 아주 조심스럽지만 바쁜 남편이랑 둘이 영화본지가 언제냐 남동생한테 애들 부탁하고 후다닥 영화만 보고 귀가 _sseoy 땡큐땡큐 오랜만에 간
" 코로나 광화문 에버랜드
집회결사의자유 는 어디로 계엄령이 따로 없네
광화문에선 나이 들어 보이는 사람은 경찰이 강제로 끌고갔다던데"
" 너무 오랫만에 놀아서 노는것도 힘듬 ㅋㅋ   9개월만에 모이기 

이젠언제모여 코로나 빨리사라지길 노래방 pc방 가고싶음 진짜 다시 모이자 각자의자리에서화이팅"
  ichallengehobi  도비니 최애 장난감 호비요술봉  2탄 요거 하나면 외출준비 끝 3가지 노래도 나오고 흔들면 5가지 소리도 낼 수 있어요
" 환경의 역습ㅜㅜ
간만에 간 바다의 처참한 환경
쓰레기 아무곳에 버리지맙시다
바다낙산쓰레기코로나 여행환경간만에"
 포틀럭파티ㅋㅋㅋㅋㅋㅋㅋㅋ  추석 코로나 비켜비켜 메인은 언제나 고기  살살 구워 주세용 ㅋㅋㅋ  이번 명절 소소하게 집에서 가족식사  상 다 차렸을때 못찍어서
 2020년 10월 3일 토요일오후 주말데이트 딸 등산 서울 추억팔이    연휴 산책 중랑구 둘레길 건강 운동 걷기 일상스타그램 인스타   
" 행복
청주시내주말끝성안길자유여유시작출근신남롭스쇼핑힐링코로나미워간만에사진스타그램핑크향수좋반팔로우환영맛팔선팔"
 추석연휴 집콕생활 3  추석 집콕 스케쥴표에 가죽공예 원데이클래스를 넣은 쪼록 
        
" 안녕히 계세요 여러분
전 이 세상의 모든
굴레와 속박을 벗어 던지고
제 행복을 찾아 떠납니다"
10 Likes 1 Comments  장수연 sujjxon on Instagram
 킄킄 보잘것 없는 제 생일 축하해주신 모든 분들 너무 감사합니다       98 99 00 대학생 생일케이크 생일 감사합니다 코로나 조심
 오월드  큰언니가  오월드  간다기에  점심 먹이고 부랴부랴  준비해서 출발  둘째언니는 출산한지 얼마 안되서 조카만  큰언니가 데리고 오고 큰언니네 둘째는 집에서
 쁘이
" 인스타그램 인스타 운동스타그램 셀스타그램 코로나 조심하세요 
포항 풋살 포즈 굿
추석 잘놀다갑니다 소통 친친 
내년 다시만나요  Follow their account to see 20 posts"
 이때 산 구찌 지갑을 강남역에다가 잃어버렸다니  Still cant believe how I lost my Gucci wallet that was bought on
 제발 부탁이지만 코로나19 때 집회는 절대로 하지 맙시다  오늘 개천절도 다음주 금요일 한글날과 주말에도 집회 절대로 하지 맙시다  개천절집회 개천절집회불허
 안녕 마라도
 내시간이 없어 한끼먹기 힘들었는데  하루3끼 먹으니까 다리에 물이 차기 시작했다 무릎의 이질감도 없고 조만간 강도 올릴수 있겠다ㅎㅎ  코로나 헬스타그램 일상 셀피 셀카
" 코로나 언제 끝날까
이 또한 지나가겠죠
여행가고싶다"
 으네탄신 생일 축하해 울지마 안놀릴게 으네울보 으네바보 으네망충잉 술집 코로나 걸리면어캄 ㅠ뭘어케 ㅈ대는거지 술스타그램 오랜만이다그램 메롱
 오늘은 올레 전 코스 완주한 날20103 8코스를 마지막으로 아이와의 약속을 지켰다 6월 27일 시작 9월 3일 끝 하필 한 여름에 시작하여 정말 고생했지만 이렇게
 맥스피버 퍼그 라이더 크루넥 퍼그 시리즈 터프함이 묻어나는 퍼그라이더   남여 공용 크루탑  컬러블랙 화이트네이비레드그레이  사이즈MLXL2XL 
 코로나19 집콕 시대 방구석 취미생활  httpsblognavercomjsy6651222105958518  집순이 집순이취미 코로나 코로나19
 2020추석은 큰형님과 함께 2020 코로나 추석 나훈아 어딜가느냐 뽕짝스타그램 
 모로코가 이런 감성이라면 꼭 가볼뤠
